post,closedQ
后天考研！！好焦虑,你係咪好容易焦慮？
失眠的都是有故事的人,除咗失眠之外有冇其他問題嗎？
我最近也是，总失眠…,除咗失眠之外有冇其他問題嗎？
亲，你好辛苦哦，好好练车，希望你都通过了。,係咪覺得壓力好大?
我的天，你失眠噶,除咗失眠之外有冇其他問題嗎？
钱妈好委屈哦骂也骂不过澄清也没有人看想退博了,係咪有人屈你？
国外的大熊猫都好孤独啊,你係咪覺得好孤獨?
你好忙,係咪有好多嘢要做？
你还失眠？还有啥愁的,除咗失眠之外有冇其他問題嗎？
我昨天也被咬失眠了,除咗失眠之外有冇其他問題嗎？
压力大的时候也是睡得晚却醒得早,壓力大有無影響到你日常生活呀?
原来真的有这种病，我就是病态地怕黑，自己一个人完全没办法关灯睡觉，甚至有灯也睡不安稳，总觉得黑暗里有蹲伏的巨兽和鬼怪。曾经有段时间甚至日夜颠倒来过，不然根本没办法睡觉，最严重的时候一闭上眼睛都会出现幻听。现在虽然还是怕黑，但是比原来好多了，可能因为当妈妈了。,你會唔會想有個人陪自己？
想不吃得有目标，想不吃得动起来，等你记得挥汗如雨的感觉，就不吃了。,你係咪有好明確嘅目標？
失眠我,除咗失眠之外有冇其他問題嗎？
遇到一个特别懂我点的人，但是双方条件不合适，没办法结婚，但就是喜欢，怎么办怎么办,你覺得同佢適唔適合啊？
多吃点，莫委屈了自己。谁敢说你肥,係咪有人屈你？
今晚好忙呀。电视看快本。手机看演唱会直播。这样好吗,係咪有好多嘢要做？
我昨晚失眠就睡了一小时,除咗失眠之外有冇其他問題嗎？
你觉得这一类享受孤独的人会变吗？,咁你享唔享受孤獨啊？
我梦见你的夜晚，你都失眠了吗？,除咗失眠之外有冇其他問題嗎？
这么晚的秀恩爱好吗？会有很多人会失眠得,除咗失眠之外有冇其他問題嗎？
喔我昨天失眠到快4点。。,除咗失眠之外有冇其他問題嗎？
失眠了,除咗失眠之外有冇其他問題嗎？
你这么爱我压力超大,你係咪覺得辛苦？
伦家委屈了,係咪有人屈你？
复读我一直以为自己适应不了新环境其实是害怕一个人一个人吃饭一个人走路一个人回家我安慰自己一个人也没什么可我还是有些难过,你會唔會想有個人陪自己？
高三中度抑郁，可我的路还长我要怎么走,你抑鬱咗幾耐？
小嘴撅的那么委屈咋了,係咪有人屈你？
我和朋友说，我什么都不感兴趣，什么都不想做，一点追求也没有，也感觉不到快乐，结果他们都告诉我是你太懒了……真的我一直以为是自己太懒了，自我厌弃了很久，觉得自己怎么这么懒，任何一件小事都让我觉得特别特别累，和人说话也很累很累，就啥都不想干。现在想想，这属于抑郁么？,你抑鬱咗幾耐？
感觉到了竞争的压力大家都很有才华的样子我不会直接被淘汰掉吧,壓力大有無影響到你日常生活呀?
有什么可焦虑的，睡不着不睡。,你係咪好容易焦慮？
？？失眠了吗,除咗失眠之外有冇其他問題嗎？
"是呀~之前舒坦时不知足|换了工作忙死忙活时候就想其实有目标的生活着就好了,太累着自己反而愉悦不了自已",你係咪有好明確嘅目標？
恭喜失眠,除咗失眠之外有冇其他問題嗎？
姑娘忍笑忍的好辛苦哈哈哈哈哈哈,係咪覺得壓力好大?
松鼠也会失眠啊，我最近倒是越睡越晚，得调整!,除咗失眠之外有冇其他問題嗎？
为啥我家比小定大几天吃个面条作呕呢吃个蛋黄都作呕,係咪因為太緊張？
个人能力有限你应该组建团队。,你覺得你嘅能力差多定少先夠？
我是一个不知名的原创音乐人，我很热爱音乐，但是能力有限，没有宣传团队，如果有缘看到，能否给我几分钟，听听我写的歌，硬件资源也有限，可能不会很好听，请见谅，我会努力的，谢谢大家，愿你的好梦也能被温柔对待,你覺得你嘅能力差多定少先夠？
薇薇那人好委屈你强迫照的？,係咪有人屈你？
"感谢亲的支持，为您提供便捷和周全的服务是我们的目标,期待您的继续关注~",你係咪有好明確嘅目標？
不得了～生快生快～今天得说好话～不会失眠～哈哈哈哈哈,除咗失眠之外有冇其他問題嗎？
完美诠释了那句话：宝宝委屈，但宝宝就是不哭,係咪有人屈你？
又熬夜，又失眠，来我们医院抓点要吧,除咗失眠之外有冇其他問題嗎？
我之前失恋那段时间也是每天失眠然后饭也吃不下整个人没力气感觉随时可能猝死,除咗失眠之外有冇其他問題嗎？
打歌的时候死活上不去，结束了反而上升，我很迷茫,你係咪覺得迷茫?
难道又失眠,除咗失眠之外有冇其他問題嗎？
啧啧啧，我失眠了,除咗失眠之外有冇其他問題嗎？
今年的目标是能整牙,你係咪有好明確嘅目標？
你昨晚怎么又失眠了。,除咗失眠之外有冇其他問題嗎？
为什么我好紧张,係咪因為要學嘅內容比較深？
为什么我好紧张,咁會唔會影響到你嘅表現？
他受到委屈和质疑的时候，从来不去想“凭什么承受这些的是我”，而是“我接下来该做什么”，因为他对自己的人生全力以赴了,係咪有人屈你？
感慨颇多怎么开心怎么过不要委屈自己,係咪有人屈你？
做人要有目标，比方说你明天起不来了,你係咪有好明確嘅目標？
当时看完这本书，，抑郁了很久,你抑鬱咗幾耐？
工作压力大，我最近也和你一样,壓力大有無影響到你日常生活呀?
宝贝，我希望你少有失眠的时候，能一夜无梦然后畅快醒来，要梦也是好梦美梦，万事顺意，一切都好。,除咗失眠之外有冇其他問題嗎？
失眠一周，心疼的抱住胖胖的自己,除咗失眠之外有冇其他問題嗎？
"米兔,好辛苦吖",係咪覺得壓力好大?
我穿衣服时常勾到痛到想死,你係咪覺得好辛苦呀?
时而迷茫时而彷徨,你係咪覺得迷茫?
休息下就好了压力大身体很容易出问题,壓力大有無影響到你日常生活呀?
抑郁，怎么才能知道？,你抑鬱咗幾耐？
我失眠看抖音,除咗失眠之外有冇其他問題嗎？
失眠女人太可怕,除咗失眠之外有冇其他問題嗎？
周六周日就考试啊,仲有幾耐考呀？
我现在的状态：总嚷着要找个对象，却从不主动勾搭，没喜欢的人，也懒得接受别人的追求。倒也不是那么"宁缺毋滥"，却还是不肯委屈将就。有时感觉单身挺好的，又常常羡慕别人成双入对。这才是，很多人单身的状态吧。整日在慵懒和纠结中徘徊，日子就这样耗着。,係咪有人屈你？
抗抑郁药停掉然后痊愈,你抑鬱咗幾耐？
确定不会失眠？,除咗失眠之外有冇其他問題嗎？
"我们这边从打篮球上升到打架来减肥了,好辛苦诶..",係咪覺得壓力好大?
怎么了还是失眠么？,除咗失眠之外有冇其他問題嗎？
哇噻你又失眠了,除咗失眠之外有冇其他問題嗎？
哈哈，我不知道失眠到几点了,除咗失眠之外有冇其他問題嗎？
别人嘴里的抑郁，自己心中的孤独加入心理社团，参加各种心理比赛，都是在试图让自己看起来不那么孤独,你抑鬱咗幾耐？
慧慧能不能告诉我关键字哇！最近被失眠困扰……,除咗失眠之外有冇其他問題嗎？
好身材好心态啊啊啊！目标！榜样！，，，,你係咪有好明確嘅目標？
同考研狗现在失眠了，我们一起加油吧，也祝你一切好运,除咗失眠之外有冇其他問題嗎？
别委屈了自己,係咪有人屈你？
噶早，失眠啊,除咗失眠之外有冇其他問題嗎？
超级喜欢你喜欢到失眠。就是不回我,除咗失眠之外有冇其他問題嗎？
可我还是喜欢你的呀,你係咪有鍾意既人？
这就是你失眠的原因啊……,除咗失眠之外有冇其他問題嗎？
你天天失眠吗,除咗失眠之外有冇其他問題嗎？
失眠会死的,除咗失眠之外有冇其他問題嗎？
艾女神，那眼神是迷茫，还是迷蒙，没看懂,你係咪覺得迷茫?
失业，还无一技之长，还不知道自己要什么，没目标没方向，悲伤逆流成河。,你係咪有好明確嘅目標？
感觉大三了以后大家都很颓啊还很迷茫,你係咪覺得迷茫?
大张伟焦虑一直是很痛苦的事情，你要好好的调整自己心态，努力的摆脱，你能行，我为你加油！,你係咪好容易焦慮？
我每天都在焦虑减肥，你怎么都吃不胖,你係咪好容易焦慮？
我失眠刚醒，你这也差不多啊,除咗失眠之外有冇其他問題嗎？
你好孤独的艺术家,你係咪覺得好孤獨?
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
怕你抑郁，怕以后看不到你,你抑鬱咗幾耐？
失眠怎么破,除咗失眠之外有冇其他問題嗎？
再瘦的话，目标更小了就真的发现不了你了,你係咪有好明確嘅目標？
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
委屈饼,係咪有人屈你？
好忙啊！菜总,係咪有好多嘢要做？
琦姐已经很棒了！就像你对我说的一样，把目光放长远一点！羡慕有目标！一起努力！,你係咪有好明確嘅目標？
真正能让自己快乐的，也只有自己。别让自己太委屈了。,係咪有人屈你？
今天的委屈小日记,係咪有人屈你？
你的生活工作在我看来不知丰富多彩多少倍，而这样的你，也有低谷，焦虑。很让人意外。抱抱你。,你係咪好容易焦慮？
好辛苦噢~挺想念我们上学的时候。才发现都有宝宝了,係咪覺得壓力好大?
好辛苦别忘了吃饭,係咪覺得壓力好大?
我现在的状态：总嚷着要找个对象，却从不主动勾搭，没喜欢的人，也懒得接受别人的追求。倒也不是那么"宁缺毋滥"，却还是不肯委屈将就。有时感觉单身挺好的，又常常羡慕别人成双入对。这才是，很多人单身的状态吧。整日在慵懒和纠结中徘徊，日子就这样耗着。,係咪有人屈你？
没目标去做互联网运营吧,你係咪有好明確嘅目標？
你要做一个不动声色的大人了。不准情绪化，不准偷偷想念，不准回头看。去过自己另外的生活。,你會唔會有好多情緒？
再失眠您就数陈太太，数到三百万！,除咗失眠之外有冇其他問題嗎？
我深刻体会了失眠者的痛苦因为我也在经历着,除咗失眠之外有冇其他問題嗎？
奋斗目标,你係咪有好明確嘅目標？
总嚷着要找个对象，却从不主动勾搭，没喜欢的人，也懒得接受别人的追求。倒也不是那么"宁缺毋滥"，却还是不肯委屈将就。有时感觉单身挺好的，又常常羡慕别人成双入对。这才是，很多人单身的状态吧。整日在慵懒和纠结中徘徊，日子就这样耗着。,係咪有人屈你？
没事的我也经常失眠第二天就能好好睡一觉啦,除咗失眠之外有冇其他問題嗎？
妹妹早上好我失眠了碎觉去了,除咗失眠之外有冇其他問題嗎？
我和你一样！！！失眠太痛苦了！！！我都流鼻血了,除咗失眠之外有冇其他問題嗎？
你最近也好忙,係咪有好多嘢要做？
你好忙啊。,係咪有好多嘢要做？
想死的挡不住，说那么多干嘛！,你係咪覺得好辛苦呀?
有我，你便不会迷茫,你係咪覺得迷茫?
我就没失眠，我是不想睡,除咗失眠之外有冇其他問題嗎？
有的是身体的缘故，肝郁很容易引起抑郁，暴躁，吃点中药就像变了一个人,你抑鬱咗幾耐？
我想把我所拥有的最好的一切都给她，但她却觉得这有点可怕。最后还是分了。所以谈恋爱究竟该怎么谈？很迷茫。,你係咪覺得迷茫?
你要好好爱你自己啊，不要委屈了你自己,係咪有人屈你？
失眠了吃巧克力？！,除咗失眠之外有冇其他問題嗎？
甜品真让人减压啊,有冇試過做運動？
烦死了我失眠了妹妹！,除咗失眠之外有冇其他問題嗎？
快递员真的好辛苦，每次他给我送快递的时候，我都会对他说一声谢谢。,係咪覺得壓力好大?
一件衣服跟另一件衣服有点像，有的人就说这衣服不要脸啊，跟人家一样.有的人怎么没人说做衣服的不要脸，跟人做的一样。造衣服的又委屈了，唉，这颜色总共没几种，样式也就那样儿，有人非找茬，为什么不问自己性别跟某些人怎么也一样啊。,係咪有人屈你？
现在正值21岁的我，在为各种宣讲会，面试奔波，比较之下才更加显得自己的渺小，感觉未来很迷茫…希望会有好的结果,你係咪覺得迷茫?
据说你已经失眠一个星期了,除咗失眠之外有冇其他問題嗎？
我还是喜欢你啊，可是，好像没那个资格去爱你了吧,你係咪有鍾意既人？
校园孤立排挤，没抑郁，嘻嘻,你抑鬱咗幾耐？
好辛苦，去医院挂点滴吧,係咪覺得壓力好大?
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
怎么办要高考了我还没有看书好紧张呀,你係咪覺得考試好難所以緊張呢?
怎么办要高考了我还没有看书好紧张呀,咁會唔會影響到你嘅表現？
够美了姐，再美有人要失眠了。哈哈哈！,除咗失眠之外有冇其他問題嗎？
又双叕定目标啦？,你係咪有好明確嘅目標？
我昨天也失眠！,除咗失眠之外有冇其他問題嗎？
亲爱的，我很想你。我最近有新目标了，嫩肤！！！！！,你係咪有好明確嘅目標？
你一定是失眠了在yy,除咗失眠之外有冇其他問題嗎？
平淡不代表得过且过人生迷茫又漫长你可以探索到更广阔的知己伴左右,你係咪覺得迷茫?
说毛啊说，失眠了,除咗失眠之外有冇其他問題嗎？
感觉陈老师好紧张,咁會唔會影響到你嘅表現？
真的是我一直丧干啥都不顺一点点小事就委屈的不行眼泪立马就掉出来,係咪有人屈你？
刚听了桃子姐的太委屈，竟然还是轻易进入情绪，不好不好,係咪有人屈你？
卡在一个成长不成长的年龄阶段，未来迷茫不知该怎么闯,你係咪覺得迷茫?
想吃酸菜烤肉了，为啥一离开你就失眠呢,除咗失眠之外有冇其他問題嗎？
别说了失眠好几天了,除咗失眠之外有冇其他問題嗎？
天冷了！别感冒了！我可能说的话你听过身体是对你最大的支持！我知道你在向你的目标前进！听着心机不在我的字典里！思绪万千不是你的错！主要是旁观者太多！收冷场的男孩,你係咪有好明確嘅目標？
再失眠您就数陈太太，数到三百万！,除咗失眠之外有冇其他問題嗎？
来说一说你们今年的目标有那些,你係咪有好明確嘅目標？
好电影使人失眠可能要天天失眠了,除咗失眠之外有冇其他問題嗎？
老公想我了吗？我简直是想死你啦！！,你係咪覺得好辛苦呀?
男神委屈了,係咪有人屈你？
么么哒晚上没有你的床好寂寞。。。,你係咪覺得好寂寞?
我们哪里不合适？,你覺得同佢適唔適合啊？
一开始就不要公开恋情么，现在闹分手，，，多不好，，，不过，不合适也不能凑活，活了一大把年纪的你们，应该比谁清楚，各找幸福去啦,你覺得同佢適唔適合啊？
抱一抱这种感受我也可明白了但是觉得那些不愉快的经历可能真是必须的躲不过的往好的方面想，虽然现在都很困苦愤怒迷茫，但好在我们都不需要为家庭负担一切都会好起来的！,你係咪覺得迷茫?
助班失眠么,除咗失眠之外有冇其他問題嗎？
果阿路我连不急，长了又不是不会消何必委屈自己,係咪有人屈你？
我想上厕所,咁你有冇去廁所啊?
早安哦！新的一年要有新的目标哟,你係咪有好明確嘅目標？
今晚好忙呀。电视看快本。手机看演唱会直播。这样好吗,係咪有好多嘢要做？
考研压力大啊,壓力大有無影響到你日常生活呀?
复读我一直以为自己适应不了新环境其实是害怕一个人一个人吃饭一个人走路一个人回家我安慰自己一个人也没什么可我还是有些难过,你會唔會想有個人陪自己？
今晚好忙呀。电视看快本。手机看演唱会直播。这样好吗,係咪有好多嘢要做？
很好昨晚12点睡下失眠到两点,除咗失眠之外有冇其他問題嗎？
好辛苦，祝你好运，找个爱你的人做小公举,係咪覺得壓力好大?
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
我是19考生，目标就是很想考到西财的mpacc，希望可以像你一样有好的结果。加油,你係咪有好明確嘅目標？
先看这本在看刘同的谁的青春不迷茫你就可以理解和诉说了,你係咪覺得迷茫?
别委屈自己,係咪有人屈你？
全世界失眠…因为害怕闭上眼,除咗失眠之外有冇其他問題嗎？
哈哈哈瘪嘴好委屈啊,係咪有人屈你？
总嚷着要找个对象，却从不主动勾搭，没喜欢的人，也懒得接受别人的追求。倒也不是那么"宁缺毋滥"，却还是不肯委屈将就。有时感觉单身挺好的，又常常羡慕别人成双入对。这才是，很多人单身的状态吧。整日在慵懒和纠结中徘徊，日子就这样耗着。,係咪有人屈你？
你还小不合适谈恋爱，千万别介绍女朋友。,你覺得同佢適唔適合啊？
你觉不觉得吃了都不会想上厕所，因为都出汗了。。。,咁你有冇去廁所啊?
日思夜想退休生活,你係咪覺得退休會開心啲?
人生需要目标。,你係咪有好明確嘅目標？
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
迷雾中的蝴蝶，看漫画看到这超级感动！也很释怀，很多教育理念都要你成才成栋梁。梦想一定要很伟大才可以。其实，只要我爱着的人能够微笑，就足够了。而且这也许才是生命中最难的事情。,你係咪覺得知足？
深知不再年轻，可惜打算开始养生的时候，却失眠,除咗失眠之外有冇其他問題嗎？
。。。失眠了？,除咗失眠之外有冇其他問題嗎？
女朋友有些情绪化，会因为很小的事情生气，一生气就对我爱理不理，我们经常因为这个吵架，我也因为这个生她的气。真不知道现在应该怎么办,你會唔會有好多情緒？
今年还一口没吃现在已经痛得想死了,你係咪覺得好辛苦呀?
加班是常态还没加班费的我委屈的哭出声,係咪有人屈你？
我也想死耶，，但万一明天就变快乐了呢，，，还是再等等吧，，一起加油,你係咪覺得好辛苦呀?
哎你将开始和另一个人的旅程。。,你一個人的旅程開始咗幾耐？
又失眠了？,除咗失眠之外有冇其他問題嗎？
一月瘦了十斤还有什么好抑郁的,你抑鬱咗幾耐？
我们的目标是:没有蛀牙。哈哈哈哈,你係咪有好明確嘅目標？
我没失眠，但是凌晨两点的时候看电视剧正起劲呢,除咗失眠之外有冇其他問題嗎？
新目标加油！,你係咪有好明確嘅目標？
我居然也失眠,除咗失眠之外有冇其他問題嗎？
唉天天在帮你找东西委屈,係咪有人屈你？
我决定好18年的目标了～祝我好运,你係咪有好明確嘅目標？
原来你走的公主软妹风不合适，，,你覺得同佢適唔適合啊？
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
我已经是第二晚失眠了,除咗失眠之外有冇其他問題嗎？
想换工作，可是什么都不会，想学一点东西，可是不知道学什么，连个努力的目标都没有，现在很迷茫。,你係咪覺得迷茫?
想换工作，可是什么都不会，想学一点东西，可是不知道学什么，连个努力的目标都没有，现在很迷茫。,你係咪有好明確嘅目標？
这两天失眠了？,除咗失眠之外有冇其他問題嗎？
总嚷着要找个对象，却从不主动勾搭。没喜欢的人，也懒得接受别人的追求。倒也不是那么“宁缺毋滥”，却还是不肯委屈将就。有时感觉单身挺好的，又常常羡慕别人成双入对。这才是很多人单身狗的日常吧。,係咪有人屈你？
昨晚失眠了，然后手机没电了，都没有办法来看你，早上醒来就来啦,除咗失眠之外有冇其他問題嗎？
话说，我坐在地铁里突然好紧张，这手也抖啊脚也抖~,咁會唔會影響到你嘅表現？
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
今天委屈你们了。。,係咪有人屈你？
我正在期待你们开学的那一天，最近跑去学院打篮球都凑不够人啊~好孤单滴说~,你係咪覺得孤單但係唔想同佢地出去？
好朋友从来不会让你委屈。,係咪有人屈你？
失眠是一种病…哦…失眠是一种病,除咗失眠之外有冇其他問題嗎？
我昨晚也失眠了呢,除咗失眠之外有冇其他問題嗎？
你焦虑啥,你係咪好容易焦慮？
所有主动离开你的人都能在很短时间里找到新人不是因为另一个人有多好而是因为他们早有目标所以才把你当旧鞋一样甩掉什么不想拖累什么不合适什么曾经爱过都是骗人的说来说去无非就是喜新厌旧而已真正相爱的人有再多借口也不会离开彼此因为永远都是真的离不开你而不是曾爱过你,你係咪有好明確嘅目標？
所有主动离开你的人都能在很短时间里找到新人不是因为另一个人有多好而是因为他们早有目标所以才把你当旧鞋一样甩掉什么不想拖累什么不合适什么曾经爱过都是骗人的说来说去无非就是喜新厌旧而已真正相爱的人有再多借口也不会离开彼此因为永远都是真的离不开你而不是曾爱过你,你覺得同佢適唔適合啊？
我也受不鸟自己一个人……到哪都有人陪。嘻嘻……以后一个人的时候我来陪你好了。,你會唔會想有個人陪自己？
你要做一个不动声色的大人了。不准情绪化，不准偷偷想念，不准回头看，去过自己另外的生活。你要听话，不是所有的鱼都会生活在同一片海里。,你會唔會有好多情緒？
男人的胸怀是委屈撑大的，一切不能摧毁你的，只能使你更伟大,係咪有人屈你？
哈哈哈，我也失眠了,除咗失眠之外有冇其他問題嗎？
你失眠的原因找到了,除咗失眠之外有冇其他問題嗎？
我想上厕所,咁你有冇去廁所啊?
我上次也和朋友说，我每次一焦虑就想结婚…,你係咪好容易焦慮？
我能说我有一次失眠了，是听着地狱少女那首纯女声的配乐入眠的么,除咗失眠之外有冇其他問題嗎？
今天也是，在外留学转来一个，跟我说喜欢大哥和qx内心好崩溃,係咪因為壓力太大？
宝贝，我希望你少有失眠的时候，能一夜无梦然后畅快醒来，要梦也是好梦美梦，万事顺意，一切都好。,除咗失眠之外有冇其他問題嗎？
抑郁？我没看错吧？,你抑鬱咗幾耐？
今天也是我生日，但是快乐不起来，刚刚挨批了~~好想哭感觉好委屈，不会怕马屁就这样的后果,係咪有人屈你？
天天都迷茫,你係咪覺得迷茫?
真的有人约我的时候，我很焦虑，怎么办，见面要讲什么，要不要见面，我觉得见面也没话讲啊，太尴尬了，还是算了吧，然后就没搪塞自己没空拒绝了,你係咪好容易焦慮？
彭于晏哥我早晚拍戏会遇见你我是一个不知名的群众演员，很热爱演戏，但能力有限，没有宣传团队，没有经纪人，若有缘看到，能否给我一分钟，给我点个赞，顶顶我，我会努力的，谢谢大家！愿你温暖如初，深情永不被辜负,你覺得你嘅能力差多定少先夠？
是不是每次吃水煮鱼都比较焦虑,你係咪好容易焦慮？
可以享受孤独，何尝不好？,咁你享唔享受孤獨啊？
得了抑郁,你抑鬱咗幾耐？
我和朋友说，我什么都不感兴趣，什么都不想做，一点追求也没有，也感觉不到快乐，结果他们都告诉我是你太懒了……真的我一直以为是自己太懒了，自我厌弃了很久，觉得自己怎么这么懒，任何一件小事都让我觉得特别特别累，和人说话也很累很累，就啥都不想干。现在想想，这属于抑郁么？,你抑鬱咗幾耐？
呜呜好美好想有人陪我去,咁有人陪嗰陣你係咪會開心啲？
你还小不合适谈恋爱，千万别介绍女朋友。,你覺得同佢適唔適合啊？
我觉得这男的不渣，如果渣就不会那么多年之后才结婚，还有，并不是爱就一定要自己一个人独自到老，有种爱，为了那个他是好好活,你會唔會想有個人陪自己？
别委屈自己,係咪有人屈你？
我昨天梦到我要再考一次托福...醒来太幸福了……,咁個考試範圍會唔會係一樣㗎？
皮蛋有的抑郁了，看2只狗狗那种眼神哦，都是戏精,你抑鬱咗幾耐？
心痛，，没抢到，如果有哪位小仙女白色s码不合适记得找我,你覺得同佢適唔適合啊？
听听歌可以治失眠,除咗失眠之外有冇其他問題嗎？
小伙子失眠了？,除咗失眠之外有冇其他問題嗎？
这样好像真的会分手。慢慢就觉得我自己一个人夜蛮好或者另一方会觉得为什么你老是一个人不主动联系我之类的；恋爱真的难,你會唔會想有個人陪自己？
这样好像真的会分手。慢慢就觉得我自己一个人夜蛮好或者另一方会觉得为什么你老是一个人不主动联系我之类的；恋爱真的难,會唔會有一兩個同你傾到計嘅同學？
据说男人压力大生女孩几率高,壓力大有無影響到你日常生活呀?
我替李夫人赶到委屈,係咪有人屈你？
你这个＂真的假的……？＂就能让原本抑郁的人更感抑郁，我没有开玩笑，我说的是真的，真的,你抑鬱咗幾耐？
偶尔会委屈，偶尔会心疼自己，还我相信世界还有许多美好,係咪有人屈你？
做广告，不过我还是喜欢你,你係咪有鍾意既人？
大家都很迷茫的，但是路还是要走下去，不要忘记了你很重要！,你係咪覺得迷茫?
大概你越善解人意就越没人在乎你的委屈,係咪有人屈你？
大概你越善解人意就越没人在乎你的委屈,你係咪想有人關心你？
上班压力大，事情多,壓力大有無影響到你日常生活呀?
我咋觉得你最近很抑郁啊,你抑鬱咗幾耐？
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
没有目标的大四真的很难过很迷茫很想哭,你係咪覺得迷茫?
没有目标的大四真的很难过很迷茫很想哭,你係咪有好明確嘅目標？
抑郁了吧，孩子，瞎想啥呢。,你抑鬱咗幾耐？
是你带给我们很多快乐的！第一次送礼物，好紧张的好不好！,咁會唔會影響到你嘅表現？
晚饭没有，饿得失眠了,除咗失眠之外有冇其他問題嗎？
是骂人还是你未来的家庭目标,你係咪有好明確嘅目標？
你可以善良但不能委屈了自己,係咪有人屈你？
我是一个现在正迷茫的人。不知道是我自己无限放大了这种清晰还是怎么。我就因为这样不想动不想吃东西什么事都不想做。,你係咪覺得迷茫?
你是不是心理压力太大……,你有冇試過咩減壓方法啊?
刚生完上一胎8个月就生第二个吗……好辛苦,係咪覺得壓力好大?
失眠,除咗失眠之外有冇其他問題嗎？
谁给你委屈受啦？最近心情低落啊,係咪有人屈你？
马儿好辛苦,係咪覺得壓力好大?
好辛苦啊，看着好多城市都有公共场所的母婴室，感觉还挺方便。,係咪覺得壓力好大?
又失眠了吗,除咗失眠之外有冇其他問題嗎？
现在的升国旗都跟看综艺节目似的嘈杂喧闹，没有肃穆仪式感，即使不跟唱国歌，但至少也要安静行注目礼吧～一个个拿着手机笑嘻嘻东张西望的，毫无教育意义～真是垮掉的一代～教育是根本～本在哪哪儿了～,係咪好難保持專心？
家庭确实有些着急了，20岁一点也不大好嘛。不过相亲不等于包办，而且还是能遇到适合，投缘的人的，什么都不是绝对的。其实只要不是为结婚而结婚就行，要相信缘分会出现,你覺得自己什麼都不是?
不能看妹妹哭的样子，每次都感觉11受了好大的委屈,係咪有人屈你？
把使劲吃胖改成使劲变瘦就是我的人生目标了,你係咪有好明確嘅目標？
早安哦！新的一年要有新的目标哟,你係咪有好明確嘅目標？
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
同失眠玩会真心话吧,除咗失眠之外有冇其他問題嗎？
通宵看完的整个人失眠了到今天,除咗失眠之外有冇其他問題嗎？
你有赚钱的目标我才是真正的废柴,你係咪有好明確嘅目標？
人家大户小目标都是一个亿，平均的是真没意义,你係咪有好明確嘅目標？
大家都失眠吗,除咗失眠之外有冇其他問題嗎？
因为共患难时有一致目标，同享乐时就没有革命情谊了,你係咪有好明確嘅目標？
他们的目标人群是那些傻孩子们，天真直率，爱花钱，大手大脚。而你的目标人群普遍比较抠门儿和理性,你係咪有好明確嘅目標？
想死你了！！！起晚了没有第一时间赶来,你係咪覺得好辛苦呀?
为啥焦虑愤怒呢,你係咪好容易焦慮？
还那么早，失眠个屁,除咗失眠之外有冇其他問題嗎？
同明明很困但每晚都失眠到底啥原因？天气吗？,除咗失眠之外有冇其他問題嗎？
我也是这样，而且完全不是矫情。最初是因为感情破裂，后来在一次次相亲里彻底垂头丧气。现在遇到一个能治好我的人，几乎是哀求我妈同意让他留下。以前我是个特别有闯劲的人，最近一两年突然就被焦虑和抑郁击中了。更难的是要在别人面前装正常人，有时候会突然很想哭。,你係咪好容易焦慮？
我也是这样，而且完全不是矫情。最初是因为感情破裂，后来在一次次相亲里彻底垂头丧气。现在遇到一个能治好我的人，几乎是哀求我妈同意让他留下。以前我是个特别有闯劲的人，最近一两年突然就被焦虑和抑郁击中了。更难的是要在别人面前装正常人，有时候会突然很想哭。,你抑鬱咗幾耐？
我现在的状态：总嚷着要找个对象，却从不主动勾搭，没喜欢的人，也懒得接受别人的追求。倒也不是那么"宁缺毋滥"，却还是不肯委屈将就。有时感觉单身挺好的，又常常羡慕别人成双入对。这才是，很多人单身的状态吧。整日在慵懒和纠结中徘徊，日子就这样耗着。,係咪有人屈你？
失眠,除咗失眠之外有冇其他問題嗎？
焦虑的现在都睡不着,你係咪好容易焦慮？
约吗我还有好多问题想问大佬好多东西都不会,仲有冇其他問題啊？
学会享受孤独啊。宁缺毋滥。,咁你享唔享受孤獨啊？
我昨晚上也失眠,除咗失眠之外有冇其他問題嗎？
嗨，我马上就结第一次婚了，好紧张,咁會唔會影響到你嘅表現？
阿！我好寂寞,你係咪覺得好寂寞?
新的一天了焦虑是啥,你係咪好容易焦慮？
儿子上课，你为啥焦虑？怕他不适应呀？,你係咪好容易焦慮？
"我也失眠,怎么办~",除咗失眠之外有冇其他問題嗎？
问题在于失眠久了，才发现肚子饿了的嘛,除咗失眠之外有冇其他問題嗎？
以后会迷茫吗,你係咪覺得迷茫?
总嚷着要找个对象，却从不主动勾搭，没喜欢的人，也懒得接受别人的追求。倒也不是那么"宁缺毋滥"，却还是不肯委屈将就。有时感觉单身挺好的，又常常羡慕别人成双入对。这才是，很多人单身的状态吧。整日在慵懒和纠结中徘徊，日子就这样耗着。,係咪有人屈你？
